price,image,descriptions,name,category,rating,company/manufacture,id
899,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr16.jpg?alt=media&token=1077cbc5-5bbb-4bf3-8fa8-1f53168d7ee7,"* Rain Pipe Fittings Cock, Connector, End Cap, Grommet.\n * This Accessories is also use in 32 mm rain pipe.\n * Cock : 6 Peice\n * Connecter : 6 Peice\n * End Cap : 6 Piece\n * Gromet : 6 Piece\n * Easy to use and best material to use in the rain pipe.\n * Box will contain 6 peiece of each Accessories ","Rain Pipe 6 Pieces Fittings Cock, Connector, End Cap, Grommet 32 MM, Long Lasting And Durable Material",irrigation,0,SIddhi Vinayak Enterprises,5aaJ8INnFsoh9hX0CYuG
250,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr08.jpg?alt=media&token=aff7822b-9f08-4f95-bdb0-746cb51420fd,"Adjustable Dripper Or Emitter 0 to 70 LPH Color: Red & black Suitable for 4mm/7mm (Inner/ Outer diameter) tube Bhagirath-Adjustable Dripper Use For Drip irrigation system And Garden Irrigation Systems Very high quality of Product, Long Life and Durable material.","BHAGIRATH Adjustable Irrigation Dripper, Use For Drip And Garden Irrigation Systems",irrigation,0,Bhagirath,5u7Eyx2XSBNAIgb8QUNG
400,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff07.jpg?alt=media&token=391873dc-bbca-4da0-a98e-1d2ce35febf1,"Nutrimix is a bioactive Bio trace elements derived through fermentation process. Bio trace elements are essential micro nutrients corrects , Nutrimix contains Bioactive, iron ,zinc, Manganaese, Boron, and other essential micronutrients which are microbially chelated and are very effective in all types of soil conditions which works on wide range of soils.  Dosage: 1-2ml/ltr of water","NUTRIMIX (Bio Encapsulated Multi Micro-Nutrients) Bioactive, Iron, Zinc, Manganaese, Boron and Other Essential Micronutrients",fertilizers,0,MALTOSE BIO INNOVATIONS PRIVATE LIMITED,73cKTC0CUGlLbBclaMLo
170,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd4.jpg?alt=media&token=a5c8d6f7-97cf-4027-aee5-8d6362e42313,"* Tuberose Single (Rajanigandha) BULBS, White Fragrant Flower, House Plant (NO SEED. ONLY BULB).\n * INSTRUCTION OF USE: Place the bulb inside the soil keeping the head outside in the air. Mix the soil with vermicompost before planting. apply water moderately daily and keep it under open air and sunlight.   Let the plant grow first then it'll produce stick around a month later or so.\n * CAUTION: The growth of plants and flowers varies with climate.","Banrujjeder Rajnigandha Double Flowering Fragrant Polianthes Tuberosa, Latin Tuberosa, Flower Bulbs, White Fragrant Flower, Very Attractive",seeds,0,BANRUJJEDER ORCHID BAGAN PRIVATE LIMITED,8lpnZufrzu5BJRLzeFPJ
342,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr20.jpg?alt=media&token=348e2678-5ef4-41c8-9e12-54530536ae9b,"* Long life, Durable products.\n * Heavy Material, Easy to use.\n * Very long life compared to other products.\n * Well designed, Used for all kinds of Drip Irrigation system End Caps. For Drip Irrigation Systems, End Caps are often a valuable tool for creating a closed system which is vital to the performance of a Drip System. End Cap fittings can also allow for easy drainage of the system at season end. ","Angel Drip - End Cap (Goggles Type), Heavy Material, Easy to use, Long life, Durable products.",irrigation,0,Angel Enterprise ,8sA3YnxMQ8pDWA9Q799Z
1430,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff08.png?alt=media&token=751175ad-561b-4b28-bc21-9d56bfca22a7,MONO AMMONIUM PHOSPHATE (NPK 12:61:00)  Imported 100% Water Soluble Fertilizer and recommended using for drip fertigation or foliar spray.  It contains a higher percentage of Phosphorus in available form.  It has urea free nitrogen hence it can give better availability of Nitrogen through ammonia form.  Dose:-  5gms per liter of water by drip fertigation/spray.     Legal Disclaimer - For agriculture and Gardening use only. The product is beyond our control hence we are not responsible for any damage.,"NPK 12:61:00 (Mono Ammonium Phosphate) 100% Water Soluble Fertilizer, Imported Fertilizer",fertilizers,0,Imported Product,93AkTEVRiteY3ZkWgKKo
769,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr03.jpg?alt=media&token=44b91b3b-74df-4647-9b76-5d1e15b0121c,"Diameter - 16 mm  Valve - 0.6  to 0.7 mm  TYPE: Online  STRONG AND DURABLE MATERIAL: Mipatex drip irrigation Pipe is made from high quality UV resistant Linear low-density polyethylene (LLDPE) material, is much stronger and able to withstand greater impact and puncture damage.  Unmatched Resistance to chemicals and fertilizers commonly used in landscaping. It can be left out year-round, buried or on the surface, in any weather.  UNIQUE DESIGN AND EASY TO INSTALL: Unique Micropores design creates an ultra-tight connection to fittings, Flexibility allows tighter turns with fewer elbows for fast, easy installation in garden, flower bed, ground cover or other landscaped areas  FUNCTION: Use as the main line in a small Drip irrigation system or to branch off from larger Drip tubing systems to micro-watering system.  COMPATIBILITY: Compatible with sharp Fittings, Spot Watering Emitters, Micro-Bubblers, Misters and Sprays. Flow regulated, self flushing inline emitters deliver equal flow at a wide range of operating pressures.","Mipatex Online 16 mm Drip Irrigation Pipe, Best Material, Useful For Gardening Purpose.",irrigation,0,Mipatex India,9Xz0bEaaN0wf7gTXfv3m
249,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr19.png?alt=media&token=9533dcf5-a189-4ef5-88b5-08ecb827272a,"* Fogger system help to keep the inner temperature at the lower level\n * A fogger system will be installed at top of the shed\n * The water sprayed from the fogger is a  very fine mist that evaporates by the time it reaches the ground to a large extent and it is effective in surface cooling\n * Ideal for dairy farm, poultry farm , agriculture and mist cooling system","Pep Solution John Deere 4 Way Complete Fogger Assembly for Dairy Farm, Poultry Farm and Mist Cooling System",irrigation,0,PEP Solution,B8UMbd0nZam9S3Z0c70U
1244,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr18.jpg?alt=media&token=51071ec7-e616-44eb-9c03-216e34bd8ae8,"OM Rain-pipe is substitute option for sprinkler irrigation which sprays same quality of water to crops.\n * Rain-pipe helps to reduce consumption of energy & water more than 50%.\n * Rain Pipe is made with LLDPE and HDPE fabric.\n * With help of appropriate water pressure rain-pipe can spray water up to 10 to 15 feet on both sides.\n * Rain Pipe is UV coated on both sides. This UV is critical as it protects the pipe for many years from the sunlight. Other pipes are easily damaged from the sun.\n * Discharge of OM rainpipe is 200 Liter/Hour/Meter under 1.0 Kg/Cm2 pressure, No filteration required, Available in 100 meter length coil.\n * OM Rainpipe is laser punched for uniform and homogeneous water spraying, Spraying water like natural rain.\n * Best performance with lowest rate option for irrigation among all other irrigation system.\n * Size of Rainpipe : 40 MM outer dia\n * Thickness : 300 mic / 0.3 MM\n * For 1 acre you will need 7 set",OM Rain Pipe 40mm (100 Meter Pipe + Male Adapter + Joiner + End Cape + Valve) UV Coated,irrigation,0,OM IRRITECH LTD,BBG6F1uaSHyweABM2ERN
251,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd1.jpg?alt=media&token=13942db9-a3c4-4a17-87f2-de3363bcde3b,Sarpan Balsam-13 Dark violet double flowers Plants 50-60 cm tall. Good for bedding,"Sarpan Seeds Balsam-13, Dark Violet Double Flowers, Best For Terrace Gardening",seeds,0,Sarpan Seeds,BQfx3n8vedxBIxYzje5i
249,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr14.jpg?alt=media&token=4b4c0a29-0f22-4af0-a61b-77d4f7ddd495,* Material: Manufactured from high-quality plastic which remains sturdy and doesn’t wear away with time.\n * Suitable for: These emitter drippers are suitable for both 4mm and 7mm tubes.\n * Adjustable flow: Water flow can be easily regulated and the speed can be adjusted between 0-70 liters per hour.\n * Saves Water: This helps in reducing water wastage by making sure water is properly distributed across all the areas.,"Pep Solution Adjustable Dripper 0-70 Lph, Plastic Watering Sprinklers Emitter Drippers for Drip Irrigation",irrigation,0,PEP Solution,C4KSik2gAQICoO4J0L04
480,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff04.jpg?alt=media&token=506eb742-6846-4767-b033-a68b88ed0c61,"Utkaants.\n * Adjust the nutrient mix to meet specialized needs forsh Micro provides rapidly growing plants with Nitrogen, potassium and Calcium as well as a combination of chelated micro nutrients and trace elements.\n * An aggressive nutrient can be mixed for fast growing plants with a high metabolic rate, or a mild nutrient can be mixed for delicate or slow growing plr each phase in the plants' life cycle: seeding, vegetable, transitional, flowing and fruiting.\n * Refer to the basic application table for mixing  recommendation. Please measure accurately.Reduce nutrient strength if plant show signs of stress, or if growing in very bright, hot or dry environments.\n * This product should be used as part of a complete fertilizer program.\n * This product is concentrated on the limit of solubility. Protect from freezing and direct sunlight. If crystallization occurs, mix entire contents with an equal amount of hot water and double the amount used.\n * Target crops: Tomatoes, Lettuce, Radish, Spinach, Strawberries, Herbs, Broccoli , Kasturi Methi , Cherry Tomato , Coriander , Rocket , Imported Basil,, Thai Basil , Red Amaranthus , Kale , Red Capsicum , Yellow Capsicum , Red Lettuce , Green Lettuce , Leek , Parsley , Celery , Baby Spinach, Peppermint.","Utkarsh Micro (Advanced Nutrient System)Utkarsh Micro provides rapidly growing plants with Nitrogen, potassium and Calcium.",fertilizers,0,Utkarsh Agrochem Pvt. Ltd.,CmnnPptSIk9wopOrenYJ
350,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff10.jpg?alt=media&token=348855fc-6247-451f-af70-4da4dcc4aa81,"* Utkarsh Magnesium Nitrate (Mg(NO3)2.6H2O) is a soluble, pure, and crystal fertilizer that is very effective for covering magnesium deficiencies in plants.\n * Utkarsh Magnesium Nitrate contains 15% MgO (9.5% Mg) and 11% nitrogen originating from nitrate. Utkarsh Magnesium Nitrate is a good magnesium transporter, as nitrate facilitates absorption of magnesium.\n * Utkarsh Magnesium Nitrate may not be mixed with fertilizers with phosphorous content.\n * Application and Dosage:  For spraying- 5-8 gm/liter  For drip irrigation: 4-8 kg/acre","Utkarsh Magnesium Nitrate Mg NO3 2.6H2O, 100% Water soluble fertilizer, For Covering Magnesium Deficiency In Plants",fertilizers,0,Utkarsh Agrochem Pvt. Ltd.,DFKUeE8jZkRA4xlQYyRv
3700,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr01.png?alt=media&token=54f1655e-5243-42f5-9b7f-50d352851ea6,"Material: Zink Metal Used for sprinkling water in a garden, agriculture and others. Perfect for irrigation of garden, courtyard, lawn, flower, shrub, trees, farmland, vegetable field etc. Evenly water spraying, angle adjustable, high efficiency, water-saving, long range watering","Gokul Zink Metal Sprinkler, Evenly Water Spraying, Adjustable, High Efficiency, Used for Sprinkling Water in a Lawn, Garden, Agriculture etc.",irrigation,0,Gokul Poly Valves Pvt. Ltd,FgfoXGlAMzrZyv42B3de
280,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff16.jpg?alt=media&token=52408687-85e2-4727-9395-48e40d6a9f1c,"* Utkarsh Aquarium Macro Set is the combination and uniform mixture of Magnesium Sulphate(Epsom Salt) + Mono Potassium Phosphate MKP (00:52:34) + Potassium Nitrate  NOP (13:00:45) in right proportions and is complete Macro food for plants.\n * The ratio of Magnesium Sulphate: MKP: NOP is 6:4:1.\n * Utkarsh Aquarium Macro Set is completely harmless for all kinds of fishes, shrimps and other aquatic animals in the Aquarium.\n * Target crops : Anacharis, Sagittaria, Vallisneria, Ambulia, Ludwegia, Cyptocoryne willisii, Aponogeton undulatum, Amazon sword plant, Hygrophila, Myriophyllum, Cabomba, Cryptocoryne  ",Utkarsh Aquarium Macro Set (Combination Of Magnesium Sulphate)Aquarium Macro Set is the combination and uniform mixture of Magnesium Sulphate,fertilizers,0,Utkarsh Agrochem Pvt. Ltd.,FvjZlVbyl299Ay0TgLNd
224,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd15.jpg?alt=media&token=de090737-c810-4a5d-8431-5de821d4561e,"* This an italian excellent variety, very slow bolting, multi cut, tall plant, young and bored leaves stems having relatively good aroma.\n Seed Requirement : 4 to 6 kg per acre\n Maturity of Fruit : 40 to 45 days\n Fruit Size : 18 to 20 cm\n Germination : 80 to 90 %",Coriander Ruchi Imported F1-Shine Brand Seed (50 Seed) Kitchen Garden,seeds,0,Shine Brand Seeds,GfrC2Ly2KmtlDkDMwEBA
330,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff03.jpg?alt=media&token=693a0f6f-6729-432b-9c6e-1a55de569cd0,"Geolife Recover Nutri Plant Immunity Builder , Non Toxic Fungus Antioxidant , Effective Against Fungus Diseases , Develop Immunity In PlantsIn Stock     8 ratings View Similar Products  | समान उत्पाद देखेंCompany / Manufacture Geolife Agritech India Pvt. Ltd  Best SellingM.R.P.:   410.00 Price:   330.00 FREE Delivery! You Save:   80.00 Discount:   20% Delivery to CheckOrder Qty  1  ADD TO CARTUnits50 GM   330.00100 GM   525.00400 GM 50 GM X 8 Qty 1843.00800 GM 50 GM X 16 Qty 3660.00800 GM 100 GM X 8 Qty 3459.001.8 KG 100 GM X 18 Qty 7661.00Cash on deliveryPay On Delivery or Online PaymentReturnable48 Hours returnableDeliveredAgribegri DeliveredShipping ThroughShipping Through Courier Inclusive of all taxes Pay online and get 2% of the order value or 30 Rs Cash Discount (Whichever is higher) Please call us on 9016762260 for bulk quantity order  Are you a farmer group or agro store then please click here?Share this product     Ask Question to SellerDescriptions Broad Spectrum Fungus Antioxidant  Non toxic fungus antioxidant. Effective against fungus diseases. After application fungus will not grow on plant. SAR resistance to fight against fungus pathogen. Develops immunity & self defensive system in plant. Contents- Natural extracts & antioxidants  Dosage : All crops (vegetable, fruits, flowers, pulses, cereals )  Diseases: Preventive : 15-20 days interval (3-4 Application in crop cycle)  Curative : Disease initiation stage  Dosage  Foliar application 0.5-1 gm /lit (after 10-15 days of interval) Drenching- 150- 200 gm /acre (after 5-7 days of interval (3 times))","Geolife Recover Nutri Plant Immunity Builder , Non Toxic Fungus Antioxidant , Effective Against Fungus Diseases , Develop Immunity In Plants",fertilizers,0,Geolife Agritech India Pvt. Ltd,Gm8u2lDrVkTdAdhksg6Q
436,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd11.jpg?alt=media&token=ce9c7f95-e13a-4b93-a1bb-6e3674167c4b,"Color - Green T Obrownish, Flesh color is Orange Yellowish in color\n Fruit weight - 4 to 6 kg\n Maturity - 80 to 90 days\n Shape - Round to semi fattish round\n Seed Requirement - 300 to 400 gm\n Germination - 80 to 90 %\n Growing Condition - Grow Condition: Prepare the bed for germination",Pumpkin Nirvana F1 - Shine Brand Seeds (25 Seeds) Kitchen Garden Vegetable Seeds,seeds,0,Shine Brand Seeds,MwBKdZSr59ATjDHuiTgw
3410,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq14.jpg?alt=media&token=1a58c258-a403-4bf5-94a6-9c0ead857e1d,- Sun Protection 99%\n - High Quality\n - Eco Friendly\n - HDPE Plastic\n - Color - Balck,"Mohan Tarp 100 GSM B & V Weed Mat, Eco Friendly, Black Color, High Quality Material",equipments,0,Mohan Merchandise Pvt Ltd,PM6y6hNrp7wNLksNK27X
499,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff14.jpg?alt=media&token=848f0e0c-e2c1-4547-a2e3-37f04ecc6304,"Mald stose Zincofol + is an innovative products of Maltose bio innovations private limited Bangalore. Maltose Zincofol+ (Zn) is Zinc amino acid chelate produced through fermentation process. Maltose ZincoFol + is a high content of amino cheated Zinc which prevents and cures Zn Deficiency.\n Benefits: \n * Maltose Zincofol + activates certain enzymes that are responsible for the synthesis of certain proteins which helps in formation of chlorophyll and carbohydrates, conversion of starches to sugars.\n * Zincofol + (Zn) helps the plants to withstand abiotic and biotic stress, it also helps in the formation of auxins which helps in growth regulation antem elongation. Contains: Zinc amino acid chelate (Liquid).\n * Recommended Crops:\n * Maltose Zincofol+ can be used on variety of crops like tomato, cucurbits, caulliflowers, and cabbage, Fruits crops like Grapes, apple, mango: Field crops like Rice, Maize, Wheat and many other crops, Cash crops, Spices and condiments.\n Dosage And Rate of Application: \n * Foliar application (from pre- flowering to post fruit set).\n * Dosage: 1-1.5ml/l Fertigation (from transplanting or in any case at the onset of vegetative growth). Fruit, Vegetables, ornamentals, Dosage: 1-2 ltr/acre.",ZINCOFOL + Is a High Content of Amino Cheated Zinc Which Prevents and Cures Zn Deficiency,fertilizers,0,MALTOSE BIO INNOVATIONS PRIVATE LIMITED,PXEpmHsSQLmHx2y4HQXY
102,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd6.jpg?alt=media&token=9cc06ed1-af72-4647-8af8-8bf212adaf99,"QUANTITY : 1.5 - 2.0 Kg / Acre.  PRODUCTION: 6 to 10 ton/acre approx.  GERMINATION: 80 to 90 %.  MATURITY: 50 to 55 days.  FRUIT SIZE: 15 to 18 cm.  Shine brand seeds provide black seeded hybrid sponge gourd variety, fruit color is dark green, cylindrical shape, very high yielding.","Sponge Gourd Harita F1 - Shine Brand Seeds, Gilki Turai (25 Seeds) Very High Yielding.",seeds,0,Shine Brand Seeds,QCkv670yzoyOxvhEZ2lk
6910,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq03.jpg?alt=media&token=f1c1f646-e45a-4c68-ab38-907a0b0d846d,"GSM: 150 UV Stabilized: Yes Durable Material: Yes  A pond liner is an impermeable geomembrane used for the retention of liquids, including the lining of reservoirs, retention basins, hazardous and nonhazardous surface impoundments, garden ponds, and artificial streams in parks and gardens. Installation Pond liners need to be protected from sharp objects (for example, stones) below the liner and from being punctured by any objects in the water body. Tuffpaulin pond liners are completely heat-sealed and not stitched, preventing any outflow of water","TUFFPAULIN 150 GSM Blue Pond Liner Heavy Duty Tarpaulin, Tirpal, Tadpatri, Tharpai, Thadika, Extra Strong Eyelets, UV Resistant",equipments,0,TUFFPAULIN,RQJSjvMnBSXLceugMGgG
